id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,275,265,40.71000700,19.94577900,9,8953,8549,1,26052,129
2,Dibër,78,75,41.59991200,20.26165100,3,3289,3159,0,23841,52
3,Durrës,453,437,41.33054100,19.46326500,15,14444,13704,1,45094,287
4,Elbasan,341,326,41.11456500,20.08415200,14,11750,11120,1,33406,289
5,Fier,807,787,40.72902000,19.56091000,18,17468,16378,2,32509,283
6,Gjirokastër,367,355,40.07869700,20.13633000,12,6523,6078,0,24720,78
7,Korçe,228,219,40.61812600,20.77752800,8,8496,8133,1,31621,135
8,Kukës,110,99,42.07545200,20.42317600,10,4083,3938,1,26301,35
9,Lezhë,179,164,41.78537300,19.64099400,14,8614,8320,1,29110,115
10,Shkodër,485,469,42.06776800,19.51425000,13,12693,12043,3,33207,165
11,Tiranë,4140,4103,41.33278100,19.81696400,33,78690,73349,4,990579,1201
12,Vlorë,431,420,40.46778700,19.48373700,10,13554,12942,1,29551,181
