id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,931,913,40.71000700,19.94577900,17,3446,2460,1,7534,55
2,Dibër,426,418,41.59991200,20.26165100,8,1904,1448,0,6332,30
3,Durrës,1725,1692,41.33054100,19.46326500,31,6687,4822,2,18605,140
4,Elbasan,1424,1390,41.11456500,20.08415200,33,5119,3563,1,10256,132
5,Fier,2607,2583,40.72902000,19.56091000,21,7145,4409,3,10632,129
6,Gjirokastër,628,618,40.07869700,20.13633000,10,2439,1778,0,7841,33
7,Korçe,979,972,40.61812600,20.77752800,6,3804,2753,1,8555,72
8,Kukës,480,467,42.07545200,20.42317600,13,1839,1329,0,8284,30
9,Lezhë,1071,1049,41.78537300,19.64099400,20,3962,2828,2,9759,63
10,Shkodër,1517,1510,42.06776800,19.51425000,7,4469,2878,0,12684,74
11,Tiranë,17308,17111,41.33278100,19.81696400,190,34948,17049,7,254374,591
12,Vlorë,1483,1452,40.46778700,19.48373700,27,5179,3641,4,9903,55
