id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,92,90,40.71000700,19.94577900,2,13358,13095,0,39623,171
2,Dibër,24,24,41.59991200,20.26165100,0,4158,4077,0,37326,57
3,Durrës,199,197,41.33054100,19.46326500,2,20082,19526,0,58723,357
4,Elbasan,77,77,41.11456500,20.08415200,0,16503,16104,0,47026,322
5,Fier,335,335,40.72902000,19.56091000,0,26656,25974,0,46201,347
6,Gjirokastër,98,95,40.07869700,20.13633000,3,11041,10845,0,37880,98
7,Korçe,43,43,40.61812600,20.77752800,0,11330,11132,0,45261,155
8,Kukës,6,6,42.07545200,20.42317600,0,5014,4972,0,39766,36
9,Lezhë,110,110,41.78537300,19.64099400,0,11297,11065,0,42550,122
10,Shkodër,107,106,42.06776800,19.51425000,1,16859,16577,0,46790,175
11,Tiranë,2621,2607,41.33278100,19.81696400,14,125576,121515,0,1366856,1440
12,Vlorë,224,223,40.46778700,19.48373700,1,20816,20370,0,46159,222
