id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,383,375,40.71000700,19.94577900,7,8196,7704,1,24252,109
2,Dibër,163,163,41.59991200,20.26165100,0,3126,2911,0,22591,52
3,Durrës,1006,984,41.33054100,19.46326500,20,13389,12117,2,43344,266
4,Elbasan,513,494,41.11456500,20.08415200,17,10824,10036,2,31606,275
5,Fier,802,785,40.72902000,19.56091000,14,15299,14232,3,30709,265
6,Gjirokastër,211,208,40.07869700,20.13633000,3,5863,5583,0,23020,69
7,Korçe,263,258,40.61812600,20.77752800,5,7891,7506,0,29821,122
8,Kukës,213,206,42.07545200,20.42317600,7,3737,3490,0,24506,34
9,Lezhë,364,352,41.78537300,19.64099400,11,8140,7670,1,27310,106
10,Shkodër,795,783,42.06776800,19.51425000,11,12037,11083,1,31407,159
11,Tiranë,4235,4188,41.33278100,19.81696400,39,69912,64582,8,890538,1095
12,Vlorë,551,542,40.46778700,19.48373700,8,12364,11660,1,27751,153
