id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,48,46,40.71000700,19.94577900,2,6755,6607,0,21452,100
2,Dibër,6,6,41.59991200,20.26165100,0,2519,2465,0,19591,48
3,Durrës,34,30,41.33054100,19.46326500,4,10311,10042,0,39454,235
4,Elbasan,89,85,41.11456500,20.08415200,4,8849,8508,0,28556,252
5,Fier,57,57,40.72902000,19.56091000,0,11621,11322,0,27439,242
6,Gjirokastër,17,17,40.07869700,20.13633000,0,4903,4822,0,20530,64
7,Korçe,18,18,40.61812600,20.77752800,0,6806,6670,0,26545,118
8,Kukës,24,24,42.07545200,20.42317600,0,2921,2863,0,21406,34
9,Lezhë,44,38,41.78537300,19.64099400,6,6252,6116,0,24410,92
10,Shkodër,137,136,42.06776800,19.51425000,1,7646,7362,0,27967,147
11,Tiranë,319,309,41.33278100,19.81696400,10,55927,54610,0,645315,998
12,Vlorë,83,81,40.46778700,19.48373700,2,9220,9008,0,24451,129
