id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,13,13,40.71000700,19.94577900,0,6710,6597,0,20291,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,18498,48
3,Durrës,18,16,41.33054100,19.46326500,2,10277,10025,0,36394,234
4,Elbasan,30,28,41.11456500,20.08415200,2,8765,8483,0,27746,252
5,Fier,14,14,40.72902000,19.56091000,0,11570,11314,0,26799,242
6,Gjirokastër,3,3,40.07869700,20.13633000,0,4887,4820,0,19663,64
7,Korçe,6,6,40.61812600,20.77752800,0,6782,6658,0,24253,118
8,Kukës,29,29,42.07545200,20.42317600,0,2904,2841,0,20396,34
9,Lezhë,26,24,41.78537300,19.64099400,2,6211,6094,0,23810,91
10,Shkodër,17,17,42.06776800,19.51425000,0,7511,7347,0,27067,147
11,Tiranë,98,95,41.33278100,19.81696400,3,55600,54505,0,610616,997
12,Vlorë,26,26,40.46778700,19.48373700,0,9145,8990,0,24591,129
