id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,31,30,40.71000700,19.94577900,1,72,40,0,1039,1
2,Dibër,18,18,41.59991200,20.26165100,0,45,25,0,409,2
3,Durrës,220,205,41.33054100,19.46326500,12,739,500,3,4158,19
4,Elbasan,48,45,41.11456500,20.08415200,3,115,62,0,1209,5
5,Fier,58,49,40.72902000,19.56091000,8,202,138,1,2288,6
6,Gjirokastër,19,17,40.07869700,20.13633000,1,43,24,1,1158,0
7,Korçe,69,68,40.61812600,20.77752800,1,127,55,0,852,3
8,Kukës,37,36,42.07545200,20.42317600,1,140,99,0,1039,4
9,Lezhë,84,73,41.78537300,19.64099400,8,221,136,3,1711,1
10,Shkodër,203,197,42.06776800,19.51425000,3,527,303,3,2946,21
11,Tiranë,1056,997,41.33278100,19.81696400,51,2337,1209,8,15761,72
12,Vlorë,100,97,40.46778700,19.48373700,3,195,91,0,1907,4
