id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,6697,6597,0,19691,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,17898,48
3,Durrës,4,3,41.33054100,19.46326500,1,10255,10017,0,35794,234
4,Elbasan,13,8,41.11456500,20.08415200,5,8736,8471,0,27146,252
5,Fier,10,10,40.72902000,19.56091000,0,11558,11306,0,26199,242
6,Gjirokastër,2,2,40.07869700,20.13633000,0,4885,4819,0,19063,64
7,Korçe,8,8,40.61812600,20.77752800,0,6775,6649,0,23653,118
8,Kukës,2,2,42.07545200,20.42317600,0,2874,2838,0,19796,34
9,Lezhë,5,5,41.78537300,19.64099400,0,6189,6093,0,23210,91
10,Shkodër,6,6,42.06776800,19.51425000,0,7497,7344,0,26467,147
11,Tiranë,40,38,41.33278100,19.81696400,2,55504,54467,0,577179,997
12,Vlorë,9,9,40.46778700,19.48373700,0,9125,8987,0,23991,129
