id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,8,8,40.71000700,19.94577900,0,13223,13044,0,38702,171
2,Dibër,2,2,41.59991200,20.26165100,0,4127,4068,0,36421,57
3,Durrës,2,0,41.33054100,19.46326500,2,19749,19390,0,57764,357
4,Elbasan,8,8,41.11456500,20.08415200,0,16391,16061,0,46096,322
5,Fier,16,16,40.72902000,19.56091000,0,25778,25415,0,45209,347
6,Gjirokastër,5,4,40.07869700,20.13633000,1,10857,10755,0,36950,97
7,Korçe,6,5,40.61812600,20.77752800,1,11229,11068,0,44331,155
8,Kukës,3,3,42.07545200,20.42317600,0,5002,4963,0,38861,36
9,Lezhë,7,7,41.78537300,19.64099400,0,11089,10960,0,41620,122
10,Shkodër,13,13,42.06776800,19.51425000,0,16706,16518,0,45860,175
11,Tiranë,114,111,41.33278100,19.81696400,3,121198,119648,0,1341281,1436
12,Vlorë,5,5,40.46778700,19.48373700,0,20272,20045,0,45229,222
