id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,435,426,40.71000700,19.94577900,8,9830,9257,1,27202,138
2,Dibër,66,62,41.59991200,20.26165100,4,3378,3257,0,24991,55
3,Durrës,400,386,41.33054100,19.46326500,12,15103,14400,2,46244,303
4,Elbasan,336,323,41.11456500,20.08415200,11,12328,11699,2,34556,293
5,Fier,713,691,40.72902000,19.56091000,18,18714,17698,4,33659,303
6,Gjirokastër,540,526,40.07869700,20.13633000,13,7086,6466,1,25870,80
7,Korçe,198,192,40.61812600,20.77752800,5,8902,8562,1,32771,142
8,Kukës,52,37,42.07545200,20.42317600,13,4176,4088,2,27451,36
9,Lezhë,153,144,41.78537300,19.64099400,9,8897,8629,0,30260,115
10,Shkodër,481,472,42.06776800,19.51425000,9,13037,12387,0,34353,169
11,Tiranë,3822,3783,41.33278100,19.81696400,36,84042,78947,3,1044674,1273
12,Vlorë,235,228,40.46778700,19.48373700,5,14257,13837,2,30705,185
