id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,244,235,40.71000700,19.94577900,9,10082,9695,0,27952,143
2,Dibër,48,48,41.59991200,20.26165100,0,3420,3317,0,25741,55
3,Durrës,333,312,41.33054100,19.46326500,19,15374,14733,2,46994,308
4,Elbasan,257,248,41.11456500,20.08415200,7,12520,11966,2,35306,297
5,Fier,642,618,40.72902000,19.56091000,20,19340,18385,4,34409,313
6,Gjirokastër,535,529,40.07869700,20.13633000,6,7358,6740,0,26620,83
7,Korçe,114,109,40.61812600,20.77752800,5,9025,8765,0,33521,146
8,Kukës,53,46,42.07545200,20.42317600,7,4222,4133,0,28201,36
9,Lezhë,122,111,41.78537300,19.64099400,11,9051,8812,0,31010,117
10,Shkodër,382,373,42.06776800,19.51425000,9,13170,12619,0,35103,169
11,Tiranë,2596,2559,41.33278100,19.81696400,31,86176,82291,6,1069675,1289
12,Vlorë,202,199,40.46778700,19.48373700,3,14563,14173,0,31455,188
