id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,449,439,40.71000700,19.94577900,8,8051,7496,2,23952,106
2,Dibër,204,204,41.59991200,20.26165100,0,3064,2810,0,22291,50
3,Durrës,1127,1102,41.33054100,19.46326500,22,13115,11733,3,43044,255
4,Elbasan,615,593,41.11456500,20.08415200,20,10620,9733,2,31306,272
5,Fier,1168,1151,40.72902000,19.56091000,14,14937,13508,3,30409,261
6,Gjirokastër,219,212,40.07869700,20.13633000,7,5764,5477,0,22690,68
7,Korçe,323,311,40.61812600,20.77752800,10,7788,7344,2,29521,121
8,Kukës,297,287,42.07545200,20.42317600,10,3661,3330,0,24206,34
9,Lezhë,492,477,41.78537300,19.64099400,14,8011,7418,1,27010,101
10,Shkodër,1074,1057,42.06776800,19.51425000,15,11835,10602,2,31107,159
11,Tiranë,5264,5198,41.33278100,19.81696400,57,68404,62085,9,868923,1055
12,Vlorë,713,700,40.46778700,19.48373700,11,12104,11244,2,27451,147
