id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,5,5,40.71000700,19.94577900,0,21,16,0,654,0
2,Dibër,0,0,41.59991200,20.26165100,0,10,10,0,102,0
3,Durrës,174,164,41.33054100,19.46326500,9,446,263,1,2933,9
4,Elbasan,12,12,41.11456500,20.08415200,0,36,23,0,760,1
5,Fier,44,40,40.72902000,19.56091000,3,108,60,1,1661,4
6,Gjirokastër,7,7,40.07869700,20.13633000,0,8,1,0,832,0
7,Korçe,25,23,40.61812600,20.77752800,2,44,19,0,453,0
8,Kukës,13,11,42.07545200,20.42317600,2,53,39,0,571,1
9,Lezhë,27,23,41.78537300,19.64099400,3,83,56,1,1115,0
10,Shkodër,154,137,42.06776800,19.51425000,15,316,157,2,2075,5
11,Tiranë,375,330,41.33278100,19.81696400,37,1054,649,8,9802,30
12,Vlorë,84,81,40.46778700,19.48373700,1,90,5,2,1225,1
