id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,27,23,40.71000700,19.94577900,4,76,48,0,1135,1
2,Dibër,24,24,41.59991200,20.26165100,0,54,28,0,448,2
3,Durrës,256,237,41.33054100,19.46326500,16,796,520,3,4403,20
4,Elbasan,47,41,41.11456500,20.08415200,6,123,70,0,1254,6
5,Fier,83,70,40.72902000,19.56091000,13,241,151,0,2489,7
6,Gjirokastër,29,26,40.07869700,20.13633000,1,54,25,2,1199,0
7,Korçe,60,58,40.61812600,20.77752800,1,138,74,1,910,4
8,Kukës,65,65,42.07545200,20.42317600,0,181,112,0,1207,4
9,Lezhë,82,74,41.78537300,19.64099400,7,237,153,1,1799,2
10,Shkodër,209,204,42.06776800,19.51425000,3,544,311,2,3041,24
11,Tiranë,1191,1138,41.33278100,19.81696400,46,2625,1351,7,17105,83
12,Vlorë,94,92,40.46778700,19.48373700,2,207,109,0,2003,4
