id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,30,28,40.71000700,19.94577900,2,74,43,0,1103,1
2,Dibër,21,21,41.59991200,20.26165100,0,51,28,0,435,2
3,Durrës,255,238,41.33054100,19.46326500,14,784,509,3,4323,20
4,Elbasan,49,43,41.11456500,20.08415200,6,120,66,0,1241,5
5,Fier,76,61,40.72902000,19.56091000,15,227,145,0,2408,6
6,Gjirokastër,29,27,40.07869700,20.13633000,1,54,25,1,1182,0
7,Korçe,69,66,40.61812600,20.77752800,2,138,66,1,888,3
8,Kukës,60,59,42.07545200,20.42317600,1,170,106,0,1136,4
9,Lezhë,83,73,41.78537300,19.64099400,8,233,148,2,1758,2
10,Shkodër,202,196,42.06776800,19.51425000,4,534,309,2,2987,23
11,Tiranë,1146,1086,41.33278100,19.81696400,52,2516,1290,8,16576,80
12,Vlorë,105,102,40.46778700,19.48373700,3,204,95,0,1949,4
