id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,5,5,40.71000700,19.94577900,0,15823,15642,0,45617,176
2,Dibër,0,0,41.59991200,20.26165100,0,4802,4745,0,43311,57
3,Durrës,7,7,41.33054100,19.46326500,0,24184,23811,0,64784,366
4,Elbasan,3,3,41.11456500,20.08415200,0,18438,18110,0,53023,325
5,Fier,19,19,40.72902000,19.56091000,0,33200,32827,0,52206,354
6,Gjirokastër,10,10,40.07869700,20.13633000,0,12841,12728,0,43837,103
7,Korçe,1,1,40.61812600,20.77752800,0,13281,13120,0,51246,160
8,Kukës,0,0,42.07545200,20.42317600,0,5397,5360,0,45741,37
9,Lezhë,6,6,41.78537300,19.64099400,0,12901,12770,0,48525,125
10,Shkodër,3,3,42.06776800,19.51425000,0,19214,19034,0,52815,177
11,Tiranë,151,148,41.33278100,19.81696400,3,147215,145575,0,1416190,1489
12,Vlorë,9,9,40.46778700,19.48373700,0,25243,25008,0,52154,225
