id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,10,10,40.71000700,19.94577900,0,15780,15594,0,44612,176
2,Dibër,22,22,41.59991200,20.26165100,0,4792,4713,0,42306,57
3,Durrës,23,23,41.33054100,19.46326500,0,24121,23732,0,63743,366
4,Elbasan,44,44,41.11456500,20.08415200,0,18415,18046,0,52007,325
5,Fier,44,43,40.72902000,19.56091000,0,33053,32655,0,51181,354
6,Gjirokastër,23,23,40.07869700,20.13633000,0,12715,12591,0,42870,101
7,Korçe,10,10,40.61812600,20.77752800,0,13262,13092,0,50241,160
8,Kukës,6,6,42.07545200,20.42317600,0,5394,5351,0,44736,37
9,Lezhë,21,21,41.78537300,19.64099400,0,12855,12709,0,47530,125
10,Shkodër,13,13,42.06776800,19.51425000,0,19172,18982,0,51880,177
11,Tiranë,254,250,41.33278100,19.81696400,4,146449,144709,0,1439431,1486
12,Vlorë,36,36,40.46778700,19.48373700,0,25067,24806,0,51139,225
