id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,7,7,40.71000700,19.94577900,0,6710,6603,0,20341,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,18548,48
3,Durrës,19,17,41.33054100,19.46326500,2,10278,10025,0,36444,234
4,Elbasan,34,31,41.11456500,20.08415200,3,8769,8483,0,27796,252
5,Fier,15,15,40.72902000,19.56091000,0,11571,11314,0,26849,242
6,Gjirokastër,3,3,40.07869700,20.13633000,0,4887,4820,0,19713,64
7,Korçe,7,7,40.61812600,20.77752800,0,6783,6658,0,24303,118
8,Kukës,31,31,42.07545200,20.42317600,0,2906,2841,0,20446,34
9,Lezhë,25,23,41.78537300,19.64099400,2,6213,6097,0,23860,91
10,Shkodër,16,16,42.06776800,19.51425000,0,7511,7348,0,27117,147
11,Tiranë,100,96,41.33278100,19.81696400,4,55605,54508,0,612826,997
12,Vlorë,26,26,40.46778700,19.48373700,0,9145,8990,0,24641,129
