id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,73,66,40.71000700,19.94577900,6,182,107,1,1870,2
2,Dibër,39,33,41.59991200,20.26165100,6,108,63,0,960,6
3,Durrës,490,464,41.33054100,19.46326500,21,1327,796,5,6422,41
4,Elbasan,132,122,41.11456500,20.08415200,9,345,196,1,2341,17
5,Fier,134,123,40.72902000,19.56091000,10,476,327,1,3424,15
6,Gjirokastër,38,35,40.07869700,20.13633000,3,120,78,0,1975,4
7,Korçe,155,140,40.61812600,20.77752800,14,376,209,1,1877,12
8,Kukës,126,119,42.07545200,20.42317600,7,350,216,0,1956,8
9,Lezhë,190,182,41.78537300,19.64099400,8,463,262,0,2722,11
10,Shkodër,294,280,42.06776800,19.51425000,11,746,416,3,4339,36
11,Tiranë,2058,1987,41.33278100,19.81696400,61,4927,2731,10,29087,138
12,Vlorë,121,114,40.46778700,19.48373700,7,308,181,0,3133,6
