id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,30,30,40.71000700,19.94577900,0,13115,12916,0,36212,169
2,Dibër,4,4,41.59991200,20.26165100,0,4116,4055,0,33971,57
3,Durrës,23,18,41.33054100,19.46326500,4,19634,19254,1,55254,357
4,Elbasan,77,69,41.11456500,20.08415200,7,16264,15865,1,43576,322
5,Fier,203,196,40.72902000,19.56091000,6,25324,24776,1,42669,345
6,Gjirokastër,24,24,40.07869700,20.13633000,0,10691,10571,0,34880,96
7,Korçe,38,38,40.61812600,20.77752800,0,11148,10955,0,41781,155
8,Kukës,94,94,42.07545200,20.42317600,0,4944,4814,0,36461,36
9,Lezhë,185,181,41.78537300,19.64099400,4,11036,10729,0,39220,122
10,Shkodër,83,77,42.06776800,19.51425000,6,16610,16353,0,43363,174
11,Tiranë,333,318,41.33278100,19.81696400,13,119739,117975,2,1305861,1431
12,Vlorë,59,59,40.46778700,19.48373700,0,19791,19513,0,42699,219
