id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,455,444,40.71000700,19.94577900,10,7580,7023,1,23352,102
2,Dibër,199,199,41.59991200,20.26165100,0,2918,2669,0,21691,50
3,Durrës,1084,1065,41.33054100,19.46326500,17,12246,10917,2,42444,245
4,Elbasan,620,603,41.11456500,20.08415200,16,10086,9202,1,30706,264
5,Fier,1081,1063,40.72902000,19.56091000,16,13783,12451,2,29809,251
6,Gjirokastër,271,263,40.07869700,20.13633000,8,5512,5177,0,22630,64
7,Korçe,313,302,40.61812600,20.77752800,10,7434,7000,1,28821,121
8,Kukës,276,270,42.07545200,20.42317600,6,3404,3094,0,23606,34
9,Lezhë,713,703,41.78537300,19.64099400,10,7606,6798,1,26410,95
10,Shkodër,1507,1495,42.06776800,19.51425000,11,10976,9313,1,30504,156
11,Tiranë,5236,5167,41.33278100,19.81696400,63,64547,58285,5,814543,1026
12,Vlorë,864,850,40.46778700,19.48373700,13,11344,10340,1,26851,140
