id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,6,6,40.71000700,19.94577900,0,13127,12951,0,36382,170
2,Dibër,5,5,41.59991200,20.26165100,0,4119,4057,0,34141,57
3,Durrës,6,1,41.33054100,19.46326500,4,19655,19292,1,55424,357
4,Elbasan,25,22,41.11456500,20.08415200,2,16286,15939,1,43746,322
5,Fier,129,120,40.72902000,19.56091000,8,25373,24899,1,42839,345
6,Gjirokastër,31,31,40.07869700,20.13633000,0,10719,10592,0,35050,96
7,Korçe,21,21,40.61812600,20.77752800,0,11152,10976,0,41951,155
8,Kukës,58,58,42.07545200,20.42317600,0,4958,4864,0,36631,36
9,Lezhë,17,17,41.78537300,19.64099400,0,11051,10912,0,39390,122
10,Shkodër,54,48,42.06776800,19.51425000,5,16620,16391,1,43533,175
11,Tiranë,246,227,41.33278100,19.81696400,15,119878,118200,4,1310852,1432
12,Vlorë,57,57,40.46778700,19.48373700,0,19866,19589,0,42869,220
