id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,6,5,40.71000700,19.94577900,1,21,15,0,672,0
2,Dibër,6,6,41.59991200,20.26165100,0,16,10,0,113,0
3,Durrës,212,205,41.33054100,19.46326500,7,512,289,0,3127,11
4,Elbasan,13,11,41.11456500,20.08415200,1,38,24,1,800,1
5,Fier,49,45,40.72902000,19.56091000,4,123,69,0,1780,5
6,Gjirokastër,7,7,40.07869700,20.13633000,0,8,1,0,851,0
7,Korçe,28,25,40.61812600,20.77752800,3,50,22,0,494,0
8,Kukës,18,18,42.07545200,20.42317600,0,63,44,0,609,1
9,Lezhë,43,39,41.78537300,19.64099400,3,101,58,1,1163,0
10,Shkodër,156,142,42.06776800,19.51425000,13,353,189,1,2223,8
11,Tiranë,370,329,41.33278100,19.81696400,37,1132,728,4,10389,34
12,Vlorë,106,103,40.46778700,19.48373700,3,118,10,0,1379,2
