id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,48,45,40.71000700,19.94577900,3,105,56,0,1372,1
2,Dibër,30,29,41.59991200,20.26165100,1,73,40,0,573,3
3,Durrës,398,376,41.33054100,19.46326500,19,1017,589,3,5179,30
4,Elbasan,84,83,41.11456500,20.08415200,1,194,102,0,1622,8
5,Fier,145,134,40.72902000,19.56091000,10,354,199,1,2841,10
6,Gjirokastër,31,27,40.07869700,20.13633000,3,79,46,1,1403,2
7,Korçe,111,107,40.61812600,20.77752800,4,217,98,0,1233,8
8,Kukës,94,91,42.07545200,20.42317600,3,248,149,0,1464,5
9,Lezhë,122,121,41.78537300,19.64099400,1,316,188,0,2089,6
10,Shkodër,278,278,42.06776800,19.51425000,0,643,331,0,3483,34
11,Tiranë,1747,1687,41.33278100,19.81696400,49,3627,1773,11,21144,107
12,Vlorë,115,110,40.46778700,19.48373700,5,244,124,0,2349,5
