id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,114,107,40.71000700,19.94577900,6,308,192,1,2504,2
2,Dibër,109,96,41.59991200,20.26165100,13,200,83,0,1617,8
3,Durrës,596,577,41.33054100,19.46326500,15,1681,1039,4,8015,46
4,Elbasan,302,283,41.11456500,20.08415200,18,705,376,1,3542,27
5,Fier,249,239,40.72902000,19.56091000,10,761,490,0,4190,22
6,Gjirokastër,77,74,40.07869700,20.13633000,3,207,126,0,2617,4
7,Korçe,240,220,40.61812600,20.77752800,20,635,376,0,2640,19
8,Kukës,156,147,42.07545200,20.42317600,8,463,297,1,2580,10
9,Lezhë,306,306,41.78537300,19.64099400,16,682,360,0,3567,16
10,Shkodër,397,386,42.06776800,19.51425000,9,971,533,2,5473,41
11,Tiranë,2676,2619,41.33278100,19.81696400,51,6590,3730,6,43043,184
12,Vlorë,193,188,40.46778700,19.48373700,4,446,245,1,3853,8
