id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,71,69,40.71000700,19.94577900,2,6795,6624,0,21802,100
2,Dibër,19,19,41.59991200,20.26165100,0,2532,2465,0,20141,48
3,Durrës,122,118,41.33054100,19.46326500,4,10410,10053,0,40894,235
4,Elbasan,161,158,41.11456500,20.08415200,3,8950,8536,0,29156,253
5,Fier,215,214,40.72902000,19.56091000,1,11789,11332,0,28259,242
6,Gjirokastër,58,58,40.07869700,20.13633000,0,4944,4822,0,21080,64
7,Korçe,40,39,40.61812600,20.77752800,1,6833,6675,0,27271,118
8,Kukës,43,43,42.07545200,20.42317600,0,2943,2866,0,21456,34
9,Lezhë,129,122,41.78537300,19.64099400,7,6350,6129,0,24860,92
10,Shkodër,272,270,42.06776800,19.51425000,2,7796,7377,0,28357,147
11,Tiranë,767,754,41.33278100,19.81696400,13,56445,54679,0,665640,999
12,Vlorë,194,189,40.46778700,19.48373700,5,9353,9030,0,25301,129
