id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,79,71,40.71000700,19.94577900,6,230,149,2,2113,2
2,Dibër,46,39,41.59991200,20.26165100,7,128,75,0,1192,7
3,Durrës,503,485,41.33054100,19.46326500,15,1463,915,3,7095,45
4,Elbasan,229,209,41.11456500,20.08415200,19,505,255,1,2913,21
5,Fier,186,177,40.72902000,19.56091000,7,597,394,2,3816,17
6,Gjirokastër,44,43,40.07869700,20.13633000,1,146,98,0,2322,4
7,Korçe,202,188,40.61812600,20.77752800,14,501,284,0,2284,15
8,Kukës,140,131,42.07545200,20.42317600,8,408,260,1,2256,8
9,Lezhë,259,245,41.78537300,19.64099400,14,575,304,0,3144,12
10,Shkodër,350,337,42.06776800,19.51425000,12,846,458,1,4829,38
11,Tiranë,2253,2192,41.33278100,19.81696400,52,5588,3176,9,34028,159
12,Vlorë,159,155,40.46778700,19.48373700,4,366,201,0,3513,6
