id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,51,49,40.71000700,19.94577900,2,6649,6502,0,16641,96
2,Dibër,12,11,41.59991200,20.26165100,1,2505,2445,0,14648,48
3,Durrës,30,25,41.33054100,19.46326500,4,10232,9970,1,32494,232
4,Elbasan,57,50,41.11456500,20.08415200,6,8695,8387,1,22536,251
5,Fier,74,66,40.72902000,19.56091000,8,11534,11219,0,23042,241
6,Gjirokastër,66,64,40.07869700,20.13633000,2,4869,4740,0,16253,63
7,Korçe,142,139,40.61812600,20.77752800,3,6728,6471,0,19653,115
8,Kukës,20,20,42.07545200,20.42317600,0,2865,2811,0,16756,34
9,Lezhë,71,71,41.78537300,19.64099400,0,6154,5992,0,20134,91
10,Shkodër,132,129,42.06776800,19.51425000,2,7418,7140,1,24051,146
11,Tiranë,2509,2476,41.33278100,19.81696400,30,55324,51822,3,452961,993
12,Vlorë,66,59,40.46778700,19.48373700,6,9098,8906,1,21041,126
