id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,54,46,40.71000700,19.94577900,8,6117,5975,0,13189,88
2,Dibër,337,334,41.59991200,20.26165100,3,2460,2076,0,11362,47
3,Durrës,1233,1201,41.33054100,19.46326500,30,9912,8470,2,28478,209
4,Elbasan,243,222,41.11456500,20.08415200,19,8289,7811,2,18812,235
5,Fier,2556,2535,40.72902000,19.56091000,20,11005,8219,1,19337,230
6,Gjirokastër,1229,1217,40.07869700,20.13633000,11,4561,3280,1,13052,52
7,Korçe,737,725,40.61812600,20.77752800,11,6054,5212,1,16133,105
8,Kukës,346,346,42.07545200,20.42317600,0,2757,2378,0,13474,33
9,Lezhë,134,120,41.78537300,19.64099400,13,5945,5723,1,16428,88
10,Shkodër,1028,1013,42.06776800,19.51425000,14,6926,5778,1,20364,120
11,Tiranë,20978,20883,41.33278100,19.81696400,87,54179,32244,8,382693,957
12,Vlorë,743,720,40.46778700,19.48373700,21,8731,7869,2,17453,119
