id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,367,356,40.71000700,19.94577900,10,9281,8780,1,26402,134
2,Dibër,81,79,41.59991200,20.26165100,2,3322,3188,0,24191,53
3,Durrës,419,400,41.33054100,19.46326500,16,14621,13911,3,45444,291
4,Elbasan,346,333,41.11456500,20.08415200,11,11946,11309,2,33756,291
5,Fier,865,844,40.72902000,19.56091000,18,17872,16717,3,32859,290
6,Gjirokastër,443,432,40.07869700,20.13633000,9,6701,6180,2,25070,78
7,Korçe,253,243,40.61812600,20.77752800,8,8645,8254,2,31971,138
8,Kukës,76,64,42.07545200,20.42317600,10,4115,4004,2,26651,35
9,Lezhë,195,184,41.78537300,19.64099400,9,8716,8406,2,29460,115
10,Shkodër,453,440,42.06776800,19.51425000,12,12810,12191,1,33557,166
11,Tiranë,4460,4418,41.33278100,19.81696400,35,80743,75070,7,1008209,1213
12,Vlorë,443,432,40.46778700,19.48373700,10,13828,13203,1,29901,182
