id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,11,11,40.71000700,19.94577900,0,13170,12988,0,37162,171
2,Dibër,1,1,41.59991200,20.26165100,0,4124,4066,0,34991,57
3,Durrës,14,12,41.33054100,19.46326500,2,19705,19334,0,56314,357
4,Elbasan,23,23,41.11456500,20.08415200,0,16339,15994,0,44636,322
5,Fier,34,31,40.72902000,19.56091000,3,25537,25157,0,43629,346
6,Gjirokastër,28,28,40.07869700,20.13633000,0,10790,10666,0,35800,96
7,Korçe,15,15,40.61812600,20.77752800,0,11180,11010,0,42841,155
8,Kukës,9,9,42.07545200,20.42317600,0,4991,4946,0,37411,36
9,Lezhë,6,6,41.78537300,19.64099400,0,11072,10944,0,40180,122
10,Shkodër,7,7,42.06776800,19.51425000,0,16655,16473,0,44420,175
11,Tiranë,250,241,41.33278100,19.81696400,7,120414,118729,2,1322117,1435
12,Vlorë,63,63,40.46778700,19.48373700,0,20078,19795,0,43779,220
