id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,80,78,40.71000700,19.94577900,1,172,90,1,1790,2
2,Dibër,52,45,41.59991200,20.26165100,6,106,50,1,898,4
3,Durrës,525,500,41.33054100,19.46326500,21,1287,723,4,6206,39
4,Elbasan,162,152,41.11456500,20.08415200,10,319,143,0,2150,14
5,Fier,142,132,40.72902000,19.56091000,10,457,302,0,3296,13
6,Gjirokastër,41,37,40.07869700,20.13633000,3,110,66,1,1839,3
7,Korçe,175,163,40.61812600,20.77752800,12,359,172,0,1729,12
8,Kukës,136,130,42.07545200,20.42317600,6,340,198,0,1848,6
9,Lezhë,191,182,41.78537300,19.64099400,8,430,229,1,2570,10
10,Shkodër,284,272,42.06776800,19.51425000,11,726,406,1,4195,36
11,Tiranë,2065,1994,41.33278100,19.81696400,63,4670,2475,8,27297,130
12,Vlorë,131,124,40.46778700,19.48373700,7,303,166,0,2997,6
