id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,784,767,40.71000700,19.94577900,15,2331,1499,2,5879,48
2,Dibër,399,390,41.59991200,20.26165100,9,1043,625,0,4737,19
3,Durrës,1220,1209,41.33054100,19.46326500,10,4553,3210,1,14985,123
4,Elbasan,877,863,41.11456500,20.08415200,13,3335,2346,1,7841,112
5,Fier,1591,1579,40.72902000,19.56091000,11,4753,3059,1,7972,103
6,Gjirokastër,491,482,40.07869700,20.13633000,9,1940,1421,0,5825,28
7,Korçe,948,935,40.61812600,20.77752800,11,3237,2222,2,6490,67
8,Kukës,431,422,42.07545200,20.42317600,7,1353,896,2,6429,26
9,Lezhë,884,869,41.78537300,19.64099400,14,2665,1735,1,7614,46
10,Shkodër,1300,1283,42.06776800,19.51425000,15,3357,1989,2,10276,68
11,Tiranë,13432,13288,41.33278100,19.81696400,139,26108,12190,5,170590,486
12,Vlorë,1011,996,40.46778700,19.48373700,12,3052,1993,3,7523,48
