id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,994,987,40.71000700,19.94577900,7,11685,10534,0,32002,157
2,Dibër,276,272,41.59991200,20.26165100,4,3979,3646,0,29791,57
3,Durrës,1611,1598,41.33054100,19.46326500,11,18217,16275,2,51044,331
4,Elbasan,1697,1686,41.11456500,20.08415200,9,15084,13074,2,39366,313
5,Fier,1982,1952,40.72902000,19.56091000,27,22860,20547,3,38459,331
6,Gjirokastër,1248,1234,40.07869700,20.13633000,14,9388,8048,0,30670,92
7,Korçe,1012,1001,40.61812600,20.77752800,11,10446,9285,0,37571,149
8,Kukës,287,282,42.07545200,20.42317600,5,4634,4311,0,32251,36
9,Lezhë,946,938,41.78537300,19.64099400,8,10344,9280,0,35060,118
10,Shkodër,1830,1824,42.06776800,19.51425000,6,15381,13382,0,39153,169
11,Tiranë,10684,10647,41.33278100,19.81696400,32,108556,96524,5,1222706,1348
12,Vlorë,1514,1503,40.46778700,19.48373700,11,17496,15778,0,38505,204
