id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,241,234,40.71000700,19.94577900,7,6998,6657,0,22352,100
2,Dibër,70,70,41.59991200,20.26165100,0,2600,2481,0,20691,49
3,Durrës,415,404,41.33054100,19.46326500,11,10768,10115,0,41444,238
4,Elbasan,304,296,41.11456500,20.08415200,8,9187,8628,0,29706,255
5,Fier,525,518,40.72902000,19.56091000,7,12204,11436,0,28809,243
6,Gjirokastër,195,192,40.07869700,20.13633000,3,5124,4865,0,21630,64
7,Korçe,150,146,40.61812600,20.77752800,4,6977,6709,0,27821,118
8,Kukës,93,93,42.07545200,20.42317600,0,3023,2896,0,22006,34
9,Lezhë,320,313,41.78537300,19.64099400,7,6593,6180,0,25410,93
10,Shkodër,1079,1073,42.06776800,19.51425000,6,8746,7520,0,28907,147
11,Tiranë,2441,2414,41.33278100,19.81696400,27,58392,54947,0,717499,1004
12,Vlorë,600,590,40.46778700,19.48373700,10,9909,9174,0,25851,135
