id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,766,750,40.71000700,19.94577900,14,2378,1564,2,5984,48
2,Dibër,346,342,41.59991200,20.26165100,4,1111,744,0,4842,21
3,Durrës,1162,1144,41.33054100,19.46326500,16,4656,3369,2,15225,125
4,Elbasan,884,878,41.11456500,20.08415200,5,3386,2390,1,7991,112
5,Fier,1670,1642,40.72902000,19.56091000,26,4893,3116,2,8092,107
6,Gjirokastër,484,475,40.07869700,20.13633000,9,1967,1455,0,5936,28
7,Korçe,954,943,40.61812600,20.77752800,9,3278,2257,2,6625,67
8,Kukës,409,403,42.07545200,20.42317600,4,1378,943,2,6564,26
9,Lezhë,892,884,41.78537300,19.64099400,8,2736,1797,0,7764,47
10,Shkodër,1305,1298,42.06776800,19.51425000,6,3460,2087,1,10444,68
11,Tiranë,13602,13449,41.33278100,19.81696400,147,26588,12494,6,174269,492
12,Vlorë,974,954,40.46778700,19.48373700,17,3160,2137,3,7658,49
