id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,501,492,40.71000700,19.94577900,8,7823,7218,1,23652,104
2,Dibër,224,224,41.59991200,20.26165100,0,3014,2740,0,21991,50
3,Durrës,1188,1163,41.33054100,19.46326500,22,12778,11342,3,42744,248
4,Elbasan,643,611,41.11456500,20.08415200,31,10422,9512,1,31006,267
5,Fier,1209,1189,40.72902000,19.56091000,18,14437,12974,2,30109,254
6,Gjirokastër,274,265,40.07869700,20.13633000,9,5648,5308,0,22390,66
7,Korçe,295,282,40.61812600,20.77752800,12,7604,7188,1,29221,121
8,Kukës,307,300,42.07545200,20.42317600,6,3548,3207,1,23906,34
9,Lezhë,635,622,41.78537300,19.64099400,12,7858,7123,1,26710,100
10,Shkodër,1338,1321,42.06776800,19.51425000,16,11512,10017,1,30807,157
11,Tiranë,5394,5329,41.33278100,19.81696400,60,66594,60165,5,842393,1035
12,Vlorë,781,767,40.46778700,19.48373700,11,11715,10790,3,27151,144
