id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,17,14,40.71000700,19.94577900,3,6696,6580,0,18291,99
2,Dibër,3,3,41.59991200,20.26165100,0,2513,2462,0,16498,48
3,Durrës,11,6,41.33054100,19.46326500,3,10249,10004,2,34394,234
4,Elbasan,6,3,41.11456500,20.08415200,2,8723,8465,1,25746,252
5,Fier,2,1,40.72902000,19.56091000,1,11548,11304,0,24799,242
6,Gjirokastër,6,4,40.07869700,20.13633000,2,4881,4812,0,17663,63
7,Korçe,3,3,40.61812600,20.77752800,0,6764,6643,0,22253,118
8,Kukës,1,1,42.07545200,20.42317600,0,2871,2836,0,18396,34
9,Lezhë,7,7,41.78537300,19.64099400,0,6179,6081,0,21810,91
10,Shkodër,43,43,42.06776800,19.51425000,0,7480,7290,0,25067,147
11,Tiranë,37,32,41.33278100,19.81696400,3,55449,54415,2,516152,997
12,Vlorë,0,0,40.46778700,19.48373700,0,9116,8987,0,22591,129
