id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,73,73,40.71000700,19.94577900,0,15689,15440,0,44132,176
2,Dibër,52,52,41.59991200,20.26165100,0,4743,4634,0,41826,57
3,Durrës,188,188,41.33054100,19.46326500,0,24003,23449,0,63263,366
4,Elbasan,184,181,41.11456500,20.08415200,3,18345,17836,0,51527,325
5,Fier,261,260,40.72902000,19.56091000,1,32778,32164,0,50701,353
6,Gjirokastër,102,102,40.07869700,20.13633000,0,12584,12381,0,42390,101
7,Korçe,167,167,40.61812600,20.77752800,0,13181,12855,0,49761,159
8,Kukës,9,9,42.07545200,20.42317600,0,5381,5335,0,44256,37
9,Lezhë,43,43,41.78537300,19.64099400,0,12790,12622,0,47050,125
10,Shkodër,202,202,42.06776800,19.51425000,0,19062,18683,0,51320,177
11,Tiranë,1055,1046,41.33278100,19.81696400,9,145523,142986,0,1428354,1482
12,Vlorë,132,129,40.46778700,19.48373700,3,24837,24480,0,50659,225
