id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,73,66,40.71000700,19.94577900,6,193,118,1,1912,2
2,Dibër,39,32,41.59991200,20.26165100,6,111,66,1,997,6
3,Durrës,452,426,41.33054100,19.46326500,22,1345,852,4,6533,41
4,Elbasan,127,116,41.11456500,20.08415200,11,364,218,0,2445,19
5,Fier,114,103,40.72902000,19.56091000,10,488,359,1,3492,15
6,Gjirokastër,34,31,40.07869700,20.13633000,3,123,85,0,2043,4
7,Korçe,135,120,40.61812600,20.77752800,14,391,244,1,1951,12
8,Kukës,129,121,42.07545200,20.42317600,8,370,233,0,2010,8
9,Lezhë,196,187,41.78537300,19.64099400,8,471,263,1,2798,12
10,Shkodër,293,280,42.06776800,19.51425000,11,761,432,2,4417,36
11,Tiranë,2066,1993,41.33278100,19.81696400,66,5032,2821,7,29999,145
12,Vlorë,121,114,40.46778700,19.48373700,7,318,191,0,3201,6
