id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,99,99,40.71000700,19.94577900,0,13108,12840,0,36082,169
2,Dibër,4,4,41.59991200,20.26165100,0,4115,4054,0,33841,57
3,Durrës,19,14,41.33054100,19.46326500,4,19624,19248,1,55124,357
4,Elbasan,113,104,41.11456500,20.08415200,7,16256,15821,2,43446,322
5,Fier,276,269,40.72902000,19.56091000,6,25287,24667,1,42539,344
6,Gjirokastër,63,63,40.07869700,20.13633000,0,10680,10521,0,34750,96
7,Korçe,45,45,40.61812600,20.77752800,0,11143,10943,0,41651,155
8,Kukës,102,102,42.07545200,20.42317600,0,4938,4800,0,36331,36
9,Lezhë,189,185,41.78537300,19.64099400,4,11029,10718,0,39090,122
10,Shkodër,86,79,42.06776800,19.51425000,7,16601,16341,0,43233,174
11,Tiranë,431,417,41.33278100,19.81696400,11,119669,117807,3,1303455,1431
12,Vlorë,104,104,40.46778700,19.48373700,0,19760,19437,0,42585,219
