id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,7,7,40.71000700,19.94577900,0,13130,12953,0,36482,170
2,Dibër,5,5,41.59991200,20.26165100,0,4120,4058,0,34211,57
3,Durrës,9,4,41.33054100,19.46326500,4,19659,19293,1,55524,357
4,Elbasan,27,24,41.11456500,20.08415200,2,16294,15945,1,43846,322
5,Fier,100,91,40.72902000,19.56091000,8,25392,24947,1,42939,345
6,Gjirokastër,33,33,40.07869700,20.13633000,0,10727,10598,0,35150,96
7,Korçe,14,14,40.61812600,20.77752800,0,11153,10984,0,42051,155
8,Kukës,42,42,42.07545200,20.42317600,0,4962,4884,0,36731,36
9,Lezhë,13,13,41.78537300,19.64099400,0,11054,10919,0,39490,122
10,Shkodër,56,56,42.06776800,19.51425000,0,16627,16396,0,43633,175
11,Tiranë,269,257,41.33278100,19.81696400,10,119950,118249,2,1312842,1432
12,Vlorë,64,64,40.46778700,19.48373700,0,19893,19609,0,42999,220
