id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,315,303,40.71000700,19.94577900,10,9970,9513,2,27602,142
2,Dibër,46,46,41.59991200,20.26165100,0,3396,3295,0,25391,55
3,Durrës,330,311,41.33054100,19.46326500,16,15253,14617,3,46644,306
4,Elbasan,252,242,41.11456500,20.08415200,8,12423,11876,2,34956,295
5,Fier,645,623,40.72902000,19.56091000,18,19067,18113,4,34059,309
6,Gjirokastër,537,535,40.07869700,20.13633000,2,7236,6618,0,26270,81
7,Korçe,89,84,40.61812600,20.77752800,5,8960,8726,0,33171,145
8,Kukës,45,32,42.07545200,20.42317600,13,4203,4122,0,27851,36
9,Lezhë,159,148,41.78537300,19.64099400,11,8995,8719,0,30660,117
10,Shkodër,435,425,42.06776800,19.51425000,9,13130,12526,1,34753,169
11,Tiranë,3146,3107,41.33278100,19.81696400,37,85218,80791,2,1056848,1281
12,Vlorë,207,199,40.46778700,19.48373700,7,14444,14051,1,31105,186
