id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,499,485,40.71000700,19.94577900,14,1058,544,0,4549,15
2,Dibër,133,125,41.59991200,20.26165100,8,391,243,0,3407,15
3,Durrës,1164,1143,41.33054100,19.46326500,20,2849,1615,1,11945,70
4,Elbasan,813,757,41.11456500,20.08415200,54,1908,1031,2,5941,64
5,Fier,1223,1191,40.72902000,19.56091000,30,2381,1108,2,6430,50
6,Gjirokastër,476,463,40.07869700,20.13633000,13,978,491,0,4419,11
7,Korçe,870,833,40.61812600,20.77752800,36,1941,1020,1,4780,51
8,Kukës,323,310,42.07545200,20.42317600,13,796,454,0,4719,19
9,Lezhë,699,690,41.78537300,19.64099400,9,1437,705,0,5714,33
10,Shkodër,888,854,42.06776800,19.51425000,34,1785,840,0,8126,57
11,Tiranë,8331,8135,41.33278100,19.81696400,190,15983,7353,6,102606,299
12,Vlorë,801,785,40.46778700,19.48373700,16,1254,438,0,5813,15
