id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,366,357,40.71000700,19.94577900,7,8139,7664,2,24152,109
2,Dibër,187,187,41.59991200,20.26165100,0,3109,2871,0,22491,51
3,Durrës,980,957,41.33054100,19.46326500,20,13288,12044,3,43244,264
4,Elbasan,524,509,41.11456500,20.08415200,13,10737,9939,2,31506,274
5,Fier,893,877,40.72902000,19.56091000,13,15145,13989,3,30609,263
6,Gjirokastër,218,217,40.07869700,20.13633000,1,5822,5536,0,22890,68
7,Korçe,273,266,40.61812600,20.77752800,5,7857,7462,2,29721,122
8,Kukës,230,223,42.07545200,20.42317600,7,3702,3438,0,24406,34
9,Lezhë,388,377,41.78537300,19.64099400,11,8100,7609,0,27210,103
10,Shkodër,878,867,42.06776800,19.51425000,10,11964,10927,1,31307,159
11,Tiranë,4588,4541,41.33278100,19.81696400,39,69320,63646,8,882694,1086
12,Vlorë,578,570,40.46778700,19.48373700,8,12279,11549,0,27651,152
