id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,460,455,40.71000700,19.94577900,5,9554,8958,0,26752,136
2,Dibër,71,70,41.59991200,20.26165100,1,3337,3213,0,24541,53
3,Durrës,420,407,41.33054100,19.46326500,12,14848,14131,1,45794,297
4,Elbasan,356,343,41.11456500,20.08415200,11,12116,11469,2,34106,291
5,Fier,711,689,40.72902000,19.56091000,18,18229,17225,4,33209,293
6,Gjirokastër,528,522,40.07869700,20.13633000,6,6884,6278,0,25420,78
7,Korçe,227,222,40.61812600,20.77752800,5,8761,8395,0,32321,139
8,Kukës,63,47,42.07545200,20.42317600,14,4145,4047,2,27001,35
9,Lezhë,165,154,41.78537300,19.64099400,9,8796,8516,2,29810,115
10,Shkodër,456,446,42.06776800,19.51425000,10,12906,12282,0,33903,186
11,Tiranë,4376,4344,41.33278100,19.81696400,30,82401,76778,2,1025500,1247
12,Vlorë,342,337,40.46778700,19.48373700,3,14011,13486,2,30255,183
