id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,393,383,40.71000700,19.94577900,9,12955,12396,1,35152,166
2,Dibër,25,25,41.59991200,20.26165100,0,4105,4023,0,32941,57
3,Durrës,168,158,41.33054100,19.46326500,8,19522,19002,2,54194,352
4,Elbasan,498,489,41.11456500,20.08415200,7,16100,15284,2,42516,318
5,Fier,824,813,40.72902000,19.56091000,10,25003,23836,1,41609,343
6,Gjirokastër,278,278,40.07869700,20.13633000,0,10554,10182,0,33820,94
7,Korçe,148,146,40.61812600,20.77752800,0,11071,10770,2,40721,153
8,Kukës,164,164,42.07545200,20.42317600,0,4886,4686,0,35401,36
9,Lezhë,321,321,41.78537300,19.64099400,0,10945,10502,0,38210,122
10,Shkodër,243,231,42.06776800,19.51425000,10,16530,16115,2,42303,172
11,Tiranë,1845,1821,41.33278100,19.81696400,20,118762,115513,4,1286344,1404
12,Vlorë,499,488,40.46778700,19.48373700,10,19471,18756,1,41655,216
