id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,97,92,40.71000700,19.94577900,5,6614,6424,0,15791,93
2,Dibër,103,101,41.59991200,20.26165100,2,2503,2352,0,13798,48
3,Durrës,272,261,41.33054100,19.46326500,10,10196,9695,1,31644,229
4,Elbasan,134,125,41.11456500,20.08415200,7,8645,8263,2,21686,248
5,Fier,1150,1141,40.72902000,19.56091000,8,11471,10084,1,22192,237
6,Gjirokastër,264,259,40.07869700,20.13633000,5,4816,4492,0,15403,60
7,Korçe,349,345,40.61812600,20.77752800,4,6568,6108,0,18803,111
8,Kukës,117,117,42.07545200,20.42317600,0,2856,2705,0,15906,34
9,Lezhë,78,77,41.78537300,19.64099400,0,6113,5946,1,19234,89
10,Shkodër,480,473,42.06776800,19.51425000,6,7328,6710,1,22951,138
11,Tiranë,15317,15263,41.33278100,19.81696400,49,55070,38769,5,419052,984
12,Vlorë,256,247,40.46778700,19.48373700,9,9005,8624,0,20191,125
