id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,36,35,40.71000700,19.94577900,1,6674,6540,0,17441,98
2,Dibër,4,4,41.59991200,20.26165100,0,2509,2457,0,15648,48
3,Durrës,14,12,41.33054100,19.46326500,2,10242,9994,0,33544,234
4,Elbasan,32,25,41.11456500,20.08415200,5,8712,8429,2,24486,251
5,Fier,11,6,40.72902000,19.56091000,4,11541,11288,1,23949,242
6,Gjirokastër,19,19,40.07869700,20.13633000,0,4874,4792,0,16813,63
7,Korçe,83,79,40.61812600,20.77752800,3,6758,6558,1,21403,117
8,Kukës,10,10,42.07545200,20.42317600,0,2870,2826,0,17546,34
9,Lezhë,27,27,41.78537300,19.64099400,0,6169,6051,0,20960,91
10,Shkodër,73,72,42.06776800,19.51425000,1,7449,7229,0,24217,147
11,Tiranë,291,271,41.33278100,19.81696400,18,55386,54099,2,478474,996
12,Vlorë,33,32,40.46778700,19.48373700,1,9113,8952,0,21741,128
