id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,621,600,40.71000700,19.94577900,21,1316,671,0,4794,24
2,Dibër,205,201,41.59991200,20.26165100,4,493,271,0,3652,17
3,Durrës,1333,1296,41.33054100,19.46326500,34,3230,1809,3,12505,88
4,Elbasan,870,822,41.11456500,20.08415200,45,2181,1241,3,6291,70
5,Fier,1378,1350,40.72902000,19.56091000,26,2854,1416,2,6710,60
6,Gjirokastër,572,555,40.07869700,20.13633000,16,1258,672,1,4678,14
7,Korçe,1010,979,40.61812600,20.77752800,28,2282,1216,3,5095,56
8,Kukës,408,397,42.07545200,20.42317600,10,944,517,1,5034,19
9,Lezhë,722,713,41.78537300,19.64099400,8,1635,876,1,6064,37
10,Shkodër,904,883,42.06776800,19.51425000,21,2024,1061,0,8518,59
11,Tiranë,9371,9141,41.33278100,19.81696400,216,17778,8073,14,114628,334
12,Vlorë,952,927,40.46778700,19.48373700,24,1630,658,1,6128,20
