id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,944,920,40.71000700,19.94577900,21,2093,1108,3,5494,41
2,Dibër,414,412,41.59991200,20.26165100,2,864,432,0,4352,18
3,Durrës,1368,1351,41.33054100,19.46326500,14,4201,2716,3,14105,117
4,Elbasan,982,959,41.11456500,20.08415200,21,3068,1985,2,7291,101
5,Fier,1725,1692,40.72902000,19.56091000,27,4253,2439,6,7532,89
6,Gjirokastër,564,551,40.07869700,20.13633000,13,1780,1192,0,5418,24
7,Korçe,1093,1069,40.61812600,20.77752800,22,3083,1925,2,5995,65
8,Kukës,489,478,42.07545200,20.42317600,10,1268,756,1,5934,23
9,Lezhë,944,936,41.78537300,19.64099400,7,2405,1421,1,7064,40
10,Shkodër,1278,1258,42.06776800,19.51425000,18,3042,1699,2,9660,65
11,Tiranë,12698,12520,41.33278100,19.81696400,172,23877,10729,6,152516,450
12,Vlorë,1138,1115,40.46778700,19.48373700,19,2608,1429,4,7028,41
