id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,49,46,40.71000700,19.94577900,2,103,53,1,1285,1
2,Dibër,35,35,41.59991200,20.26165100,0,66,29,0,514,2
3,Durrës,366,342,41.33054100,19.46326500,18,951,556,6,4951,29
4,Elbasan,68,66,41.11456500,20.08415200,2,170,95,0,1464,7
5,Fier,120,109,40.72902000,19.56091000,11,313,183,0,2749,10
6,Gjirokastër,36,32,40.07869700,20.13633000,3,72,36,1,1303,0
7,Korçe,100,97,40.61812600,20.77752800,3,201,95,0,1112,6
8,Kukës,95,93,42.07545200,20.42317600,2,224,124,0,1372,5
9,Lezhë,99,93,41.78537300,19.64099400,5,283,179,1,1972,5
10,Shkodër,254,253,42.06776800,19.51425000,1,608,321,0,3324,33
11,Tiranë,1627,1565,41.33278100,19.81696400,52,3312,1588,10,19983,97
12,Vlorë,108,104,40.46778700,19.48373700,4,233,120,0,2213,5
