id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,278,262,40.71000700,19.94577900,15,629,345,1,3839,6
2,Dibër,93,82,41.59991200,20.26165100,11,267,163,0,2727,11
3,Durrës,851,824,41.33054100,19.46326500,26,2185,1279,1,10185,55
4,Elbasan,396,367,41.11456500,20.08415200,29,1100,661,0,4841,43
5,Fier,706,672,40.72902000,19.56091000,30,1503,766,4,5550,31
6,Gjirokastër,129,124,40.07869700,20.13633000,5,346,211,0,3677,6
7,Korçe,566,540,40.61812600,20.77752800,24,1215,618,2,3790,31
8,Kukës,190,173,42.07545200,20.42317600,17,565,359,0,3729,16
9,Lezhë,410,403,41.78537300,19.64099400,7,916,480,0,4764,26
10,Shkodër,524,514,42.06776800,19.51425000,9,1265,694,1,6894,47
11,Tiranë,4650,4524,41.33278100,19.81696400,120,10163,5287,6,65882,226
12,Vlorë,384,373,40.46778700,19.48373700,10,721,326,1,4943,11
