id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,184,176,40.71000700,19.94577900,8,8477,8178,0,25002,115
2,Dibër,81,77,41.59991200,20.26165100,3,3198,3065,1,23391,52
3,Durrës,745,725,41.33054100,19.46326500,17,13813,12792,3,44044,276
4,Elbasan,238,220,41.11456500,20.08415200,13,11178,10660,5,32356,280
5,Fier,663,645,40.72902000,19.56091000,15,16107,15170,3,31459,274
6,Gjirokastër,202,197,40.07869700,20.13633000,4,6078,5803,1,23770,73
7,Korçe,161,154,40.61812600,20.77752800,6,8100,7812,1,30571,127
8,Kukës,148,139,42.07545200,20.42317600,7,3902,3719,2,25256,35
9,Lezhë,185,173,41.78537300,19.64099400,11,8349,8052,1,28060,112
10,Shkodër,502,491,42.06776800,19.51425000,11,12344,11681,0,32157,161
11,Tiranë,3036,3000,41.33278100,19.81696400,31,73207,69036,5,932606,1135
12,Vlorë,144,134,40.46778700,19.48373700,9,12783,12469,1,28501,170
