id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,6697,6597,0,19291,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,17498,48
3,Durrës,5,5,41.33054100,19.46326500,0,10253,10014,0,35394,234
4,Elbasan,6,4,41.11456500,20.08415200,2,8729,8471,0,26746,252
5,Fier,1,1,40.72902000,19.56091000,0,11548,11305,0,25799,242
6,Gjirokastër,0,0,40.07869700,20.13633000,0,4882,4818,0,18663,64
7,Korçe,2,2,40.61812600,20.77752800,0,6766,6646,0,23253,118
8,Kukës,0,0,42.07545200,20.42317600,0,2872,2838,0,19396,34
9,Lezhë,2,2,41.78537300,19.64099400,0,6185,6092,0,22810,91
10,Shkodër,8,8,42.06776800,19.51425000,0,7494,7339,0,26067,147
11,Tiranë,23,22,41.33278100,19.81696400,1,55477,54457,0,560895,997
12,Vlorë,5,5,40.46778700,19.48373700,0,9121,8987,0,23591,129
