id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,153,144,40.71000700,19.94577900,9,425,267,0,3089,5
2,Dibër,80,75,41.59991200,20.26165100,5,231,140,0,2012,11
3,Durrës,590,574,41.33054100,19.46326500,13,1829,1191,3,8780,48
4,Elbasan,238,209,41.11456500,20.08415200,29,832,564,0,3981,30
5,Fier,284,260,40.72902000,19.56091000,22,959,652,2,4575,23
6,Gjirokastër,66,61,40.07869700,20.13633000,5,251,179,0,2912,6
7,Korçe,304,279,40.61812600,20.77752800,24,815,488,1,2980,23
8,Kukës,159,148,42.07545200,20.42317600,11,505,333,0,2919,13
9,Lezhë,276,273,41.78537300,19.64099400,3,744,450,0,4039,18
10,Shkodër,426,415,42.06776800,19.51425000,10,1082,610,1,6014,46
11,Tiranë,2869,2769,41.33278100,19.81696400,95,7576,4509,5,50791,198
12,Vlorë,203,197,40.46778700,19.48373700,5,503,292,1,4162,8
