id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,370,362,40.71000700,19.94577900,7,8244,7765,1,24402,109
2,Dibër,172,172,41.59991200,20.26165100,0,3154,2930,0,22741,52
3,Durrës,906,882,41.33054100,19.46326500,20,13474,12299,4,43494,269
4,Elbasan,474,452,41.11456500,20.08415200,19,10882,10132,3,31756,276
5,Fier,733,714,40.72902000,19.56091000,14,15424,14426,5,30859,265
6,Gjirokastër,233,228,40.07869700,20.13633000,4,5901,5599,1,23170,69
7,Korçe,203,196,40.61812600,20.77752800,5,7910,7585,2,29971,122
8,Kukës,185,176,42.07545200,20.42317600,7,3769,3550,2,24656,34
9,Lezhë,335,322,41.78537300,19.64099400,11,8188,7747,2,27460,106
10,Shkodër,654,641,42.06776800,19.51425000,11,12075,11262,2,31557,159
11,Tiranë,3847,3793,41.33278100,19.81696400,40,70492,65543,14,898826,1102
12,Vlorë,543,532,40.46778700,19.48373700,9,12488,11790,2,27901,155
