id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,185,184,40.71000700,19.94577900,1,13667,13310,0,40002,172
2,Dibër,65,65,41.59991200,20.26165100,0,4212,4090,0,37696,57
3,Durrës,468,464,41.33054100,19.46326500,4,20655,19830,0,59133,357
4,Elbasan,179,178,41.11456500,20.08415200,1,16686,16185,0,47396,322
5,Fier,418,413,40.72902000,19.56091000,5,27435,26670,0,46571,347
6,Gjirokastër,143,143,40.07869700,20.13633000,0,11237,10994,0,38250,100
7,Korçe,91,91,40.61812600,20.77752800,0,11443,1119,0,45631,155
8,Kukës,31,31,42.07545200,20.42317600,0,5050,4983,0,40136,36
9,Lezhë,132,132,41.78537300,19.64099400,0,11479,11223,0,42920,124
10,Shkodër,190,187,42.06776800,19.51425000,3,17207,16842,0,47160,175
11,Tiranë,3959,3946,41.33278100,19.81696400,13,128921,123514,0,1377951,1448
12,Vlorë,365,365,40.46778700,19.48373700,0,21399,20811,0,46529,223
