id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,10,10,40.71000700,19.94577900,0,13169,12988,0,37112,171
2,Dibër,1,1,41.59991200,20.26165100,0,4124,4066,0,34941,57
3,Durrës,13,11,41.33054100,19.46326500,2,19703,19333,0,56264,357
4,Elbasan,19,19,41.11456500,20.08415200,0,16335,15994,0,44586,322
5,Fier,29,24,40.72902000,19.56091000,5,25529,25154,0,43579,346
6,Gjirokastër,26,26,40.07869700,20.13633000,0,10784,10662,0,35750,96
7,Korçe,16,16,40.61812600,20.77752800,0,11178,11007,0,42791,155
8,Kukës,12,12,42.07545200,20.42317600,0,4991,4943,0,37361,36
9,Lezhë,7,7,41.78537300,19.64099400,0,11070,10941,0,40130,122
10,Shkodër,8,8,42.06776800,19.51425000,0,16654,16471,0,44370,175
11,Tiranë,246,238,41.33278100,19.81696400,7,120395,118714,1,1321763,1435
12,Vlorë,66,66,40.46778700,19.48373700,0,20068,19782,0,43729,220
