id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,6697,6597,0,19991,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,18198,48
3,Durrës,13,12,41.33054100,19.46326500,1,10266,10019,0,36094,234
4,Elbasan,17,15,41.11456500,20.08415200,2,8746,8477,0,27446,252
5,Fier,14,14,40.72902000,19.56091000,0,11562,11306,0,26499,242
6,Gjirokastër,1,1,40.07869700,20.13633000,0,4885,4820,0,19363,64
7,Korçe,6,5,40.61812600,20.77752800,1,6779,6655,0,23953,118
8,Kukës,5,5,42.07545200,20.42317600,0,2878,2839,0,20096,34
9,Lezhë,10,10,41.78537300,19.64099400,0,6195,6094,0,23510,91
10,Shkodër,12,12,42.06776800,19.51425000,0,7505,7346,0,26767,147
11,Tiranë,65,63,41.33278100,19.81696400,2,55537,54475,0,594008,997
12,Vlorë,17,17,40.46778700,19.48373700,0,9134,8988,0,24291,129
