id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,80,78,40.71000700,19.94577900,1,166,84,1,1750,2
2,Dibër,54,47,41.59991200,20.26165100,6,106,48,1,868,4
3,Durrës,521,499,41.33054100,19.46326500,19,1261,703,3,6088,37
4,Elbasan,161,151,41.11456500,20.08415200,10,309,135,0,2080,13
5,Fier,154,147,40.72902000,19.56091000,7,452,286,0,3232,12
6,Gjirokastër,40,36,40.07869700,20.13633000,3,109,66,1,1771,3
7,Korçe,194,182,40.61812600,20.77752800,12,355,149,0,1655,12
8,Kukës,140,134,42.07545200,20.42317600,6,332,186,0,1794,6
9,Lezhë,183,174,41.78537300,19.64099400,8,418,225,1,2494,10
10,Shkodër,285,273,42.06776800,19.51425000,11,712,392,1,4108,35
11,Tiranë,2076,2006,41.33278100,19.81696400,64,4564,2362,6,26449,126
12,Vlorë,138,131,40.46778700,19.48373700,7,299,155,0,2929,6
