id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,53,45,40.71000700,19.94577900,8,6109,5968,0,13069,88
2,Dibër,336,333,41.59991200,20.26165100,3,2457,2074,0,11260,47
3,Durrës,1262,1228,41.33054100,19.46326500,33,9904,8435,1,28324,207
4,Elbasan,277,257,41.11456500,20.08415200,19,8281,7770,1,18676,234
5,Fier,2582,2562,40.72902000,19.56091000,20,10993,8181,0,19202,230
6,Gjirokastër,1245,1234,40.07869700,20.13633000,11,4546,3249,0,12955,52
7,Korçe,776,764,40.61812600,20.77752800,11,6048,5168,1,16009,104
8,Kukës,351,351,42.07545200,20.42317600,0,2752,2368,0,13364,33
9,Lezhë,152,139,41.78537300,19.64099400,13,5941,5702,0,16296,87
10,Shkodër,1085,1067,42.06776800,19.51425000,17,6904,5699,1,20249,120
11,Tiranë,21182,21088,41.33278100,19.81696400,88,54141,32006,6,381712,953
12,Vlorë,789,767,40.46778700,19.48373700,21,8719,7811,1,17325,119
