id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,70,66,40.71000700,19.94577900,1,134,63,3,1558,1
2,Dibër,44,41,41.59991200,20.26165100,3,90,43,0,702,3
3,Durrës,489,472,41.33054100,19.46326500,11,1148,626,6,5642,33
4,Elbasan,118,107,41.11456500,20.08415200,9,244,117,2,1870,9
5,Fier,177,171,40.72902000,19.56091000,4,402,215,2,3042,10
6,Gjirokastër,45,42,40.07869700,20.13633000,2,96,48,1,1579,3
7,Korçe,165,158,40.61812600,20.77752800,7,299,124,0,1435,10
8,Kukës,123,118,42.07545200,20.42317600,5,288,160,0,1632,5
9,Lezhë,157,149,41.78537300,19.64099400,7,364,200,1,2286,7
10,Shkodër,302,302,42.06776800,19.51425000,0,679,343,0,3802,34
11,Tiranë,1947,1880,41.33278100,19.81696400,58,4093,2027,9,23863,119
12,Vlorë,146,140,40.46778700,19.48373700,6,282,130,0,2625,6
