id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,39,30,40.71000700,19.94577900,8,6180,6053,1,13429,88
2,Dibër,338,334,41.59991200,20.26165100,4,2467,2082,0,11566,47
3,Durrës,1205,1174,41.33054100,19.46326500,29,9955,8537,2,28786,213
4,Elbasan,254,233,41.11456500,20.08415200,19,8346,7856,2,19084,236
5,Fier,2541,2519,40.72902000,19.56091000,21,11077,8306,1,19607,230
6,Gjirokastër,1205,1191,40.07869700,20.13633000,12,4584,3326,2,13246,53
7,Korçe,719,710,40.61812600,20.77752800,9,6117,5292,0,16381,106
8,Kukës,344,342,42.07545200,20.42317600,2,2768,2391,0,13694,33
9,Lezhë,102,88,41.78537300,19.64099400,13,5961,5771,1,16692,88
10,Shkodër,1021,1006,42.06776800,19.51425000,14,6978,5835,1,20594,122
11,Tiranë,20608,20518,41.33278100,19.81696400,84,54301,32733,6,385549,960
12,Vlorë,707,691,40.46778700,19.48373700,16,8775,7947,0,17709,121
